index,question_id,question_language,question_tom_type,question_tom_order,question_type,answer_correct,content,is_correct,has_correct_reasoning,is_beyond_scope,has_grammatical_error,needs_debating
735,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","No, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar.",TRUE,TRUE,,,
736,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","Based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom to go to the bazaar before Bruce entered and provided Bea with the update on the available items. Unless Karen has been informed about this interaction between Bruce and Bea after her return, she would not be aware of what Bruce told Bea.",TRUE,TRUE,,,
737,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","No, based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom before Bruce entered and had the conversation with Bea. Therefore, Karen is unaware of the exchange between Bea and Bruce and does not know that Bea has been informed about the actual items available at the bazaar.",TRUE,TRUE,,,
738,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","Based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom before Bruce entered and told Bea about the bazaar's offerings. Therefore, Karen is unaware of the conversation between Bea and Bruce.",TRUE,TRUE,,,
739,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","No, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom before Bruce entered and had a conversation with Bea.",TRUE,TRUE,,,
740,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","Based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom before Bruce entered and told Bea about the bazaar's offerings. Since Karen was not present during the conversation between Bruce and Bea, she would not be aware of what was said unless someone informed her after she made her purchase.",TRUE,TRUE,,,
741,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","Based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom before Bruce entered and had the conversation with Bea. Therefore, unless someone else informed her or she overheard the conversation by some means, Karen would not be aware of what Bruce told Bea.",TRUE,TRUE,,,
742,12_EN,English,Knowledge,0,Open-ended,"No, she doesn't.","Based on the information provided, Karen does not know that Bruce told Bea that there isn't any chocolate cake at the bazaar. Karen left the classroom to go to the bazaar before Bruce entered and spoke with Bea. Unless Karen was informed by someone else or overheard the conversation between Bruce and Bea, she would have no way of knowing that Bea had been updated about the bazaar's offerings.",TRUE,TRUE,,,
743,13_EN,English,Reality,0,Closed-ended,cinnamon cookies,Karen bought some cinnamon cookies from the bazaar.,TRUE,,,,
744,14_EN,English,Belief,1,Closed-ended,honey buns,Bruce believes that honey buns are being sold at the bazaar.,TRUE,,,,
745,9_TR-1,Turkish,Belief,2,Closed-ended,çikolatalı kek,"Selin'e göre, Ece Selin'in çikolatalı kek satın aldığına inanıyor.",TRUE,,,,
746,9_TR-1,Turkish,Belief,2,Closed-ended,çikolatalı kek,"Selin'e göre, Ece Selin'in ballı çörek satın aldığına inanıyor.",FALSE,,,,
747,9_TR-1,Turkish,Belief,2,Closed-ended,çikolatalı kek,Ece Selin'in çikolatalı kek satın aldığına inanıyor.,TRUE,,,,
748,9_TR-1,Turkish,Belief,2,Closed-ended,çikolatalı kek,Ece Selin'in ballı çörek satın aldığına inanıyor.,FALSE,,,,
749,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Okan'ın kermeste sadece ballı çörek olduğunu söylediğinden haberi olmadığı için, Selin'in planına göre hareket ettiğini ve çikolatalı kek aldığını düşünmesi mantıklıdır. Selin, kermeste çikolatalı kek olmadığını öğrendikten sonra tarçınlı kurabiye aldı, ancak bu bilgiyi Ece ile henüz paylaşmadığı için Ece'nin hala Selin'in çikolatalı kek aldığını düşünmesi beklenir.",TRUE,TRUE,,,
750,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Selin'in söylediğine güvenmesi ve kermeste olan bitenden haberdar olmaması nedeniyle, Selin'in gerçekte ne aldığını bilmeden, Selin'in çikolatalı kek alacağını düşünmesi mantıklıdır. Bu yüzden Selin, Ece'nin hala kendisinin çikolatalı kek aldığını düşündüğünü varsayabilir.",TRUE,TRUE,,,
751,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Selin'in söylediğine güvenerek, Selin'in kermesten çikolatalı kek alacağını düşünmesi mantıklıdır. Selin, kermeste çikolatalı kek olmadığını öğrendiğinde ve tarçınlı kurabiye aldığında, Ece'nin hala Selin'in ilk söylediği gibi çikolatalı kek aldığını düşündüğünü varsayabilir. Selin, Ece'nin Okan'ın kermeste sadece ballı çörek olduğunu söylediğinden habersiz olduğu için, Ece'nin hala Selin'in çikolatalı kek aldığına inandığını düşünüyor olabilir.",TRUE,TRUE,,,
752,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin kermeste sadece ballı çörek olduğunu öğrendiğini ve Selin'in çikolatalı kek almak için kermese gittiğini söylediğini biliyor. Bu nedenle Selin, Ece'nin Selin'in ballı çörek satın aldığına inandığını düşünüyor.",FALSE,FALSE,,,
753,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin Okan'dan duyduğu bilgiye dayanarak Selin'in kermeste çikolatalı kek almak için gittiğini söylemesi nedeniyle Ece'nin buna inandığını düşünüyor. Selin, Ece'nin Okan'ın söylediklerine güvendiğini ve bu nedenle Selin'in çikolatalı kek aldığına inandığını düşünüyor.",TRUE,FALSE,,,
754,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Selin'in söylediğini yaptığını ve kermesten çikolatalı kek aldığını düşünmesi mantıklıdır, çünkü Ece henüz kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğrenen Okan'la konuştuğunda, Selin'in çikolatalı kek almak için kermese gittiğini ifade etmiştir. Bu nedenle, Selin, Ece'nin kendisinin çikolatalı kek aldığına inandığını düşünmek için bir sebebe sahiptir.",TRUE,FALSE,,,
755,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Selin, kermeste çikolatalı kek olmadığını öğrenene kadar Ece ile iletişim kurmamıştı, bu yüzden Ece'nin hala Selin'in çikolatalı kek alacağını düşündüğünü varsayıyor. Selin, Ece'nin Okan'dan kermeste sadece ballı çörek olduğunu öğrendiğinden habersiz olduğu için Ece'nin hala kendisinin çikolatalı kek alacağını düşündüğünü düşünüyor.",TRUE,TRUE,,,
756,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Selin sınıftan ayrıldıktan sonra Ece ile konuşan Okan, kermeste sadece ballı çörek olduğunu söylemişti, ancak bu bilgi Selin'e ulaşmadı. Dolayısıyla Selin, Ece'nin hala kendisinin çikolatalı kek alacağını düşündüğünü varsayıyor, çünkü Ece'ye kermeste satılan ürünler hakkında güncel bir bilgi verilmemiş ve Selin'in planlarında bir değişiklik olduğu konusunda Ece bilgilendirilmemişti. Selin'in tarçınlı kurabiye aldığını ve kermeste çikolatalı kek olmadığını Ece henüz bilmiyor.",TRUE,TRUE,,,
757,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Okan'ın kermeste sadece ballı çörek olduğunu söylediğinden haberi olmadığı için, Selin'in planına göre hareket ettiğini ve çikolatalı kek aldığını düşünmesi mantıklıdır. Selin, kermeste çikolatalı kek olmadığını öğrendikten sonra tarçınlı kurabiye aldı, ancak bu bilgiyi Ece ile henüz paylaşmadığı için Ece'nin hala Selin'in çikolatalı kek aldığını düşündüğünü varsayabilir.",TRUE,TRUE,,,
758,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin kermeste sadece ballı çörek olduğunu öğrendiğini ve Selin'in kermese çikolatalı kek almak için gittiğini söylediğini biliyor. Bu nedenle Selin, Ece'nin Selin'in ballı çörek satın aldığına inandığını düşünüyor.",FALSE,FALSE,,,
759,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Selin, kermeste çikolatalı kek olmadığını öğrenene kadar Ece ile iletişim kurmamıştı, bu yüzden Ece'nin hala Selin'in çikolatalı kek alacağını düşündüğünü varsayıyor. Selin, Ece'nin Okan'dan kermeste sadece ballı çörek olduğunu öğrendiğinden habersiz olduğu için Ece'nin hala kendi söylediği gibi çikolatalı kek alacağını düşündüğünü sanıyor.",TRUE,TRUE,,,
760,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Ece'nin, Okan'ın kermeste sadece ballı çörek olduğunu söylediğini duymadığı için, Selin'in hala çikolatalı kek alacağını düşünmesi mantıklıdır. Selin, Ece'nin Okan'ın söylediklerinden habersiz olduğunu ve kermeste satılan ürünler hakkında güncel bilgiye sahip olmadığını varsayarak, Ece'nin kendi ilk sözlerine dayanarak Selin'in çikolatalı kek alacağını düşündüğünü düşünmektedir.",TRUE,TRUE,,,
761,10_TR-1,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin buna inandığına inanıyor çünkü Selin, kermese çikolatalı kek almak için gideceğini Ece'ye söylemişti. Selin, kermeste çikolatalı kek olmadığını öğrendikten sonra tarçınlı kurabiye aldı, ancak bu bilgiyi Ece ile paylaşmadı. Dolayısıyla, Selin'in ayrıldıktan sonra Ece ile iletişim kurmadığı varsayıldığında, Ece'nin hâlâ Selin'in çikolatalı kek alacağını düşündüğünü varsaymak mantıklıdır. Selin, Ece'nin kermeste olan bitenden haberdar olmadığını ve hâlâ ilk söylediği şeye, yani çikolatalı kek alacağına inandığını düşünüyor olabilir.",TRUE,TRUE,,,
762,11_TR-1,Turkish,Belief,1,Closed-ended,ballı çörek,"Ece, Selin'in kermesten çikolatalı kek satın aldığına inanıyor.",FALSE,,,,
763,11_TR-1,Turkish,Belief,1,Closed-ended,ballı çörek,"Ece, Selin'in kermesten tarçınlı kurabiye satın aldığına inanıyor.",FALSE,,,,
764,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verdiğiniz bilgilere göre, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin sınıftan ayrıldıktan sonra Okan gelmiş ve Ece'ye kermeste sadece ballı çörek olduğunu söylemiş. Selin bu konuşmanın bir parçası değildi ve bu bilgiyi almadığı için Okan'ın Ece'ye ne söylediğinden habersizdir. Bu nedenle, Selin'in Ece'nin neye inandığı hakkında yanlış bir varsayımda bulunması mümkündür.",TRUE,TRUE,,,
765,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği hakkında bir bilgi verilmemiştir. Selin sadece kermeste çikolatalı kek olmadığını öğrenmiş ve tarçınlı kurabiye almıştır. Okan'ın Ece ile yaptığı konuşmadan Selin'in haberdar olup olmadığı belirtilmemiştir. Bu nedenle, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bildiğini varsayamayız.",TRUE,TRUE,,,
766,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği hakkında bir bilgi verilmemiştir. Selin sadece kermeste çikolatalı kek olmadığını öğrenmiş ve tarçınlı kurabiye almıştır. Okan'ın Ece ile yaptığı konuşmanın içeriği veya Selin'in bu konuşmadan haberdar olup olmadığı hikayede belirtilmemiştir. Dolayısıyla, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bildiğini varsayamayız.",TRUE,TRUE,,,
767,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmesi belirtilmemiştir. Bu bilgiye sahip olmadığı için Selin, Ece'nin çikolatalı kek olduğuna inanmadığını düşünebilir.",TRUE,TRUE,,,
768,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin, kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğrendiğinde, Ece'nin Okan'ın söylediklerine inandığını düşünerek tarçınlı kurabiye satın aldı. Selin, Ece'nin Okan'ın söylediklerini bilmediği için çikolatalı kek almadı.",TRUE,TRUE,,,
769,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği hakkında bir bilgi verilmemiştir. Selin sadece kermeste çikolatalı kek olmadığını öğrenmiş ve tarçınlı kurabiye almıştır. Okan'ın Ece ile yaptığı konuşmadan Selin'in haberdar olup olmadığı belirtilmemiştir. Dolayısıyla, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bildiğini varsayamayız.",TRUE,TRUE,,,
770,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin, Ece ile kermeste ne olduğu hakkında konuşmadan önce sınıftan ayrıldı ve Okan'ın Ece'ye kermeste sadece ballı çörek olduğunu söylediğini duymadı. Bu nedenle, Selin Ece'nin hala kendisinin çikolatalı kek alacağını düşündüğünü varsayıyor.",TRUE,TRUE,,,
771,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Verilen bilgilere göre, Selin sınıftan ayrıldıktan sonra Okan gelmiş ve Ece'ye kermeste sadece ballı çörek olduğunu söylemiştir. Selin bu konuşmanın bir parçası değildi ve bu bilgiyi almadığı için Okan'ın Ece'ye ne söylediğinden habersizdir. Selin'in perspektifinden, Ece'nin hala onun çikolatalı kek alacağını düşündüğünü varsaymak mantıklıdır.",TRUE,TRUE,,,
772,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin sınıftan ayrıldıktan sonra Okan gelmiş ve Ece'ye kermeste sadece ballı çörek olduğunu söylemiştir. Bu bilgi alışverişi Selin orada yokken gerçekleştiği için Selin'in bu konuşmadan haberi olmadığı anlaşılıyor.",TRUE,TRUE,,,
773,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin, Ece'ye kermeste çikolatalı kek alacağını söyledikten sonra sınıftan ayrılıyor ve sonrasında Okan gelip Ece'ye kermeste sadece ballı çörek olduğunu söylüyor. Bu yüzden Selin, Okan'ın Ece'ye çikolatalı kek olmadığını söylediğini bilmiyor.",TRUE,TRUE,,,
774,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin, Ece'ye kermeste çikolatalı kek alacağını söyledikten sonra sınıftan ayrılıyor ve sonrasında Okan gelip Ece'ye kermeste sadece ballı çörek olduğunu söylüyor. Selin bu bilgiye sahip değil, bu yüzden Ece'nin Okan'ın söylediklerine inanacağını düşünmüyor.",TRUE,TRUE,,,
775,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Hayır, Selin Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor. Selin, Ece'ye kermeste çikolatalı kek alacağını söyledikten sonra sınıftan ayrılıyor ve sonrasında Okan gelip Ece'ye kermeste sadece ballı çörek olduğunu söylüyor. Selin bu bilgiye sahip değil, bu yüzden Ece'nin Okan'ın söylediğine inanacağını düşünmüyor.",TRUE,TRUE,,,
776,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği hakkında bir bilgi verilmemiştir. Selin sadece kermeste çikolatalı kek olmadığını öğrenip tarçınlı kurabiye aldığı bilgisini içeren bir durum anlatılmıştır. Dolayısıyla, Selin'in Okan'ın Ece'ye ne söylediğinden haberdar olduğunu varsayamayız.",TRUE,TRUE,,,
777,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği hakkında bir bilgi verilmemiştir. Selin sadece kermeste çikolatalı kek olmadığını öğrenmiş ve tarçınlı kurabiye almıştır. Okan'ın Ece ile yaptığı konuşmanın detayları Selin ile paylaşılmadığı için, Selin'in Okan'ın Ece'ye ne söylediğinden haberdar olduğunu varsayamayız. Dolayısıyla, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bildiğini söylemek için yeterli bilgi yoktur.",TRUE,TRUE,,,
778,12_TR,Turkish,Knowledge,0,Open-ended,"Hayır, bilmiyor.","Verilen bilgilere göre, Selin'in Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilip bilmediği belirtilmemiştir. Selin sadece kermese gidip tarçınlı kurabiye aldığını biliyor ve Ece ile bu konuda konuşmadığı sürece, Okan'ın Ece'ye kermeste çikolatalı kek olmadığını söylediğini bilmiyor olabilir. Bu nedenle, Selin'in Okan'ın Ece'ye ne söylediğinden haberdar olduğunu varsayamayız.",TRUE,TRUE,,,
779,13_TR,Turkish,Reality,0,Closed-ended,tarçınlı kurabiye,Selin kermesten tarçınlı kurabiye aldı.,TRUE,,,,
780,14_TR-1,Turkish,Belief,1,Closed-ended,ballı çörek,Okan kermeste sadece ballı çörek satıldığına inanıyor.,TRUE,,,,
781,9_TR-2,Turkish,Belief,2,Closed-ended,çikolatalı kek,"Selin'e göre, Ece Selin'in çikolatalı kek satın aldığını zannediyor.",TRUE,,,,
782,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin kermeste sadece ballı çörek olduğunu öğrendiğini ve Selin'in çikolatalı kek almak için kermese gittiğini söylediğini biliyor. Bu nedenle Selin, Ece'nin Selin'in çikolatalı kek satın aldığını zannettiğini düşünüyor.",TRUE,FALSE,,,
783,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannettiğini düşünüyor çünkü Selin, sınıftan ayrılmadan önce Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Bu nedenle, Selin'in sınıftan ayrıldıktan sonra olanları bilmediği ve Ece'nin Okan'la yaptığı konuşmadan haberdar olmadığı için, Selin'in Ece'nin hala kendisinin çikolatalı kek alacağını düşündüğünü varsayması mantıklıdır. Selin, Ece'nin kermeste sadece ballı çörek olduğunu ve çikolatalı kekin olmadığını bilmediğini düşünmektedir.",TRUE,TRUE,,,
784,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannetmesi için birkaç neden olduğunu düşünebilir:

1. Selin, Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Bu yüzden Ece'nin, Selin'in sözünü tuttuğunu ve gerçekten çikolatalı kek aldığını düşünmesi mantıklıdır.

2. Ece, Okan ile yaptığı konuşmada Selin'in çikolatalı kek almak için kermese gittiğini belirtmişti. Bu, Ece'nin Selin'in çikolatalı kek alacağına dair inancının devam ettiğini gösterir.

3. Selin, Ece'nin kermeste satılan ürünler hakkında bilgi sahibi olmadığını ve dolayısıyla kermeste çikolatalı kek olmadığını bilmediğini varsayabilir.

Bu nedenlerle, Selin kermeste çikolatalı kek olmadığını öğrense bile, Ece'nin hala onun çikolatalı kek aldığını zannettiğini düşünebilir. Selin'in Ece ile iletişim kurup durumu açıklamadığı sürece, Ece'nin yanlış anlaması devam edecektir.",TRUE,TRUE,,,
785,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannettiğini düşünüyor çünkü Selin, Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Ece'nin, Selin'in söylediğine göre hareket ettiğini ve kermeste çikolatalı kek olduğunu varsaydığını düşünmesi mantıklıdır. Selin, kermeste çikolatalı kek olmadığını öğrendikten sonra bile, Ece'nin bu bilgiden haberdar olmadığını ve hala Selin'in çikolatalı kek alacağını düşündüğünü varsayabilir.",TRUE,TRUE,,,
786,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannettiğini düşünüyor çünkü Selin, sınıftan ayrılmadan önce Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Bu nedenle, Selin'in ayrıldıktan sonra Ece ile konuşan Okan'ın kermeste sadece ballı çörek olduğunu söylediğinden haberi olmadığı için, Selin Ece'nin hala kermeste çikolatalı kek olduğunu ve kendisinin de onu satın alacağını düşündüğünü varsayıyor. Selin, Ece'nin kendisine daha önce söylediği bilgiye dayanarak beklentilerini koruduğunu ve kermeste olan değişikliklerden haberdar olmadığını düşünüyor.",TRUE,TRUE,,,
787,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannettiğini düşünüyor çünkü Selin, sınıftan ayrılmadan önce Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Bu nedenle, Selin'in ayrıldıktan sonra Ece ile konuşan Okan'ın kermeste sadece ballı çörek olduğunu söylediğinden haberi olmadığı için, Selin Ece'nin hala onun çikolatalı kek alacağını düşündüğünü varsayıyor. Selin, kermeste çikolatalı kek olmadığını öğrendikten sonra tarçınlı kurabiye aldı, ancak Ece'nin bu durumdan haberdar olmadığını düşünüyor.",TRUE,TRUE,,,
788,10_TR-2,Turkish,Explanation,2,Open-ended,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar.","Selin, Ece'nin bunu zannettiğini düşünüyor çünkü Selin, sınıftan ayrılmadan önce Ece'ye kermese gidip çikolatalı kek alacağını söylemişti. Bu bilgiye dayanarak, Selin Ece'nin kermeste olanları henüz öğrenmediğini ve hala Selin'in çikolatalı kek alacağını düşündüğünü varsayıyor. Selin, Ece'nin Okan'dan kermeste sadece ballı çörek olduğunu öğrendiğinden habersiz olduğu için Ece'nin hala kendi ilk söylediği gibi çikolatalı kek alacağını düşündüğünü zannediyor.",TRUE,TRUE,,,
