,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct
211,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,2,3_TR-3,3,Poşetin neden o malzemeyle dolu olduğunu sanıyor?,,Open-ended,Turkish,,1.0,1,Explanation,175,"Çünkü Ezgi poşeti kendisi doldurduğu için, her ne kadar hatalı bir etiket hazırlamış olsa da, içerisinde aslında ne olduğunu biliyor olmalı."
247,2,Ullman Expansion,102,1D-TR/49,1D-TR,49,1D,Unexpected Contents,Late Label,Ezgi bir poşeti patlamış mısırla doldurup ağzını kapatıyor. Poşetin içinde çikolata yok. Ezgi bir etiket hazırlıyor ve poşetin üstüne yapıştırıyor. Ezgi poşete bakıyor. Poşetin içinde ne olduğunu göremiyor. Ezgi etiketi okuyor. Etiket poşetin içinde çikolata olduğunu belirtiyor.,Turkish,"Ullman Expansion: Universal 1 (Turkish, FBV San)",Turkish,,1.0,"1_TR-3, 2_TR, 3_TR-3, 4_TR",4,Turkish,Yardımsever bir asistansın.,3,4_TR,4,Ezgi torbayı açar ve içine bakar. Ezgi açık bir şekilde içinin {CEVAP} dolu olduğunu görür.,"patlamış mısır, çikolata",Closed-ended,Turkish,,,0,Reality,50,patlamış mısır
132,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,176,sepetin
88,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,57,sepetin
202,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,2,7_TR,7,Neden orada arayacak?,,Open-ended,Turkish,,,1,Explanation,58,Çünkü Can kendisi yokken ne olduğunu bilmiyor.
258,2,Ullman Expansion,108,2-TR/50,2-TR,50,2,Unexpected Transfer,Base 2,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,59,kutunun
135,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2A,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sandığın",Closed-ended,Turkish,,1.0,1,Thought,202,kutunun
93,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2A,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sandığın",Closed-ended,Turkish,,,1,Action,203,kutunun
203,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,2,7_TR,7,Neden orada arayacak?,,Open-ended,Turkish,,,1,Explanation,67,"Çünkü kutu şeffaf plastikten yapılmış, bu da Can'ın içerisindeki kediyi görmesine imkan tanıyor olmalı."
262,2,Ullman Expansion,109,2A-TR/65,2A-TR,65,2A,Unexpected Transfer,Transparent,"Odada Can, Mehmet, bir kedi, bir şeffaf plastik kutu, ve bir de şeffaf sandık var. Can kediyi alıyor ve sandığın içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sandıktan çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2A (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2A, 6_TR/2A, 7_TR, 8_TR/2A",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2A,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sandığın",Closed-ended,Turkish,,,0,Reality,204,kutunun
133,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3,5,Can kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,179,kutunun
89,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,1,6_TR,6,Can kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,84,kutunun
204,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,2,7_TR,7,Neden orada arayacak?,,Open-ended,Turkish,,,1,Explanation,85,Çünkü Can kendisine kediyi kutuya taşıyacağını söyleyen Mehmet'e inanıyor.
259,2,Ullman Expansion,110,2C-TR/50,2C-TR,50,2C,Unexpected Transfer,Communication,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Mehmet Can’ı arıyor ve kediyi kutuya taşıyacağını söylüyor. Can ona inanıyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: Universal 2 (Turkish, FBV San)",Turkish,,1.0,"5_TR-3, 6_TR, 7_TR, 8_TR",4,Turkish,Yardımsever bir asistansın.,3,8_TR,8,Kedi {CEVAP} içinden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,86,kutunun
137,2,Ullman Expansion,111,2B-TR/51,2B-TR,51,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2B,5,Can kedinin {CEVAP} üstünde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,178,kutunun
105,2,Ullman Expansion,111,2B-TR/51,2B-TR,51,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2B,6,Can kediyi {CEVAP} üstünde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,75,kutunun
205,2,Ullman Expansion,111,2B-TR/51,2B-TR,51,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,2,7_TR,7,Neden orada arayacak?,,Open-ended,Turkish,,,1,Explanation,76,"Çünkü kedi kutunun üstünde, bu da Can'ın onu görebileceği anlamına geliyor."
266,2,Ullman Expansion,111,2B-TR/51,2B-TR,51,2B,Unexpected Transfer,Relationship,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin üstüne koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetin üstünden alıyor ve kutunun üstüne koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can okuldan dönüyor ve odaya giriyor. Can odada etrafa bakıyor. O yokken odada ne olduğunu bilmiyor.",Turkish,"Ullman Expansion: 2B (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2B, 6_TR/2B, 7_TR, 8_TR/2B",4,Turkish,Yardımsever bir asistansın.,3,8_TR/2B,8,Kedi {CEVAP} üstünden zıplar.,"kutunun, sepetin",Closed-ended,Turkish,,,0,Reality,77,kutunun
139,2,Ullman Expansion,112,2D-TR/52,2D-TR,52,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2D, 6_TR/2D, 7_TR, 8_TR§",4,Turkish,Yardımsever bir asistansın.,0,5_TR-3/2D,5,Mehmet kedinin {CEVAP} içinde olduğunu sanıyor.,"kutunun, sepetin",Closed-ended,Turkish,,1.0,1,Thought,180,kutunun
117,2,Ullman Expansion,112,2D-TR/52,2D-TR,52,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2D, 6_TR/2D, 7_TR, 8_TR§",4,Turkish,Yardımsever bir asistansın.,1,6_TR/2D,6,Mehmet kediyi {CEVAP} içinde arayacak.,"kutunun, sepetin",Closed-ended,Turkish,,,1,Action,93,kutunun
206,2,Ullman Expansion,112,2D-TR/52,2D-TR,52,2D,Unexpected Transfer,The Other,"Odada Can, Mehmet, bir kedi, bir kutu, ve bir de sepet var. Can kediyi alıyor ve sepetin içine koyuyor. Odadan ayrılıyor ve okula gidiyor. Can yokken, Mehmet kediyi sepetten çıkarıyor ve kutunun içine koyuyor. Mehmet odadan ayrılıyor ve işe gidiyor. Can ve Mehmet dönüyorlar ve odaya giriyorlar. Onlar yokken odada ne olduğunu bilmiyorlar.",Turkish,"Ullman Expansion: 2D (Turkish, FBV San)",Turkish,,1.0,"5_TR-3/2D, 6_TR/2D, 7_TR, 8_TR§",4,Turkish,Yardımsever bir asistansın.,2,7_TR,7,Neden orada arayacak?,,Open-ended,Turkish,,,1,Explanation,94,Çünkü Mehmet kediyi kutuya koymuştu ve kendisi yokken ne olduğunu bilmiyor.
140,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,0,9_EN,9,"According to Karen, Bea believes that Karen bought some {RESPONSE}.","chocolate cake, honey buns, cinnamon cookies",Closed-ended,English,,,2,Belief,96,chocolate cake
156,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,1,10_EN,10,Why does Karen believe that Bea believes so?,,Open-ended,English,,,2,Explanation,97,"Because before leaving the classroom Karen had told her that she would buy some chocolate cake at the bazaar, and since Karen doesn't know about the interaction between her and Bruce, Karen would assume Bea would still be believing what she had told her."
212,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,2,11_EN,11,Bea believes that Karen bought some {RESPONSE}.,"chocolate cake, honey buns, cinnamon cookies",Closed-ended,English,,,1,Belief,98,honey buns
267,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,3,12_EN,12,Does Karen know that Bruce told Bea that there isn’t any chocolate cake at the bazaar?,"Yes, No",Closed-ended,English,,,0,Knowledge,99,No
283,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,4,13_EN,13,Karen bought some {RESPONSE} from the bazaar.,"chocolate cake, honey buns, cinnamon cookies",Closed-ended,English,,,0,Reality,100,cinnamon cookies
299,3,Second Order,81,3A-EN/33,3A-EN,33,3A,Unexpected Contents,The Bazaar,"Karen and Bea are playing in a classroom. There is a bazaar at school. Karen tells Bea that she will go to the bazaar and buy some chocolate cake. Karen leaves the classroom. Then, their friend Bruce enters the classroom and tells Bea that he was just at the bazaar. Bea asks him what there was at the bazaar. Bruce tells her that there are only honey buns at the bazaar. Bea tells him that Karen had just gone to the bazaar to get some chocolate cake. In the meantime, Karen learns that there are only honey buns and cinnamon cookies at the bazaar. Karen buys some cinnamon cookies.",English,Second Order: The Bazaar (English),English,,,"9_EN, 10_EN, 11_EN, 12_EN, 13_EN, 14_EN",5,English,You are a helpful assistant.,5,14_EN,14,Bruce believes that {RESPONSE} is being sold at the bazaar.,"chocolate cake, honey buns, cinnamon cookies",Closed-ended,English,,,1,Belief,101,honey buns
141,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,0,9_TR-1,9,"Selin’e göre, Ece Selin’in {CEVAP} satın aldığına inanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,2,Belief,102,çikolatalı kek
157,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,1,10_TR-1,10,Selin neden Ece’nin buna inandığına inanıyor?,,Open-ended,Turkish,,,2,Explanation,104,"Çünkü sınıftan ayrılmadan önce Selin ona kermesten çikolatalı kek alacağını söylemişti, ve de Selin onunla Okan arasında geçen etkileşimden haberdar olmadığı için, Selin, Ece'nin ona dediği şeye inandığı varsayımını yapar."
213,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,2,11_TR-1,11,"Ece, Selin'in kermesten {CEVAP} satın aldığına inanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,1,Belief,106,ballı çörek
268,3,Second Order,82,3A-TR/34,3A-TR,34,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,Second Order: The Bazaar (Turkish),Turkish,,,"9_TR-1, 10_TR-1, 11_TR-1, 12_TR, 13_TR, 14_TR-1",6,Turkish,Yardımsever bir asistansın.,3,12_TR,12,"Selin, Okan’ın Ece’ye kermeste çikolatalı kek olmadığını söylediğini biliyor mu?","Evet, Hayır",Closed-ended,Turkish,,,0,Knowledge,108,Hayır
