,study_id,study_name,scenario_id,scenario_code,story_id,chat_id,story_common_id,story_category,story_name,story_content,story_language,chat_name,chat_language,chat_has_fbv_zan,chat_has_fbv_san,questions,system_message_id,system_message_language,system_message_content,question_index,question_id,question_common_id,question_content,question_options,question_type,question_language,question_has_fbv_zan,question_has_fbv_san,question_tom_order,question_tom_type,answer_id,answer_correct,id,choices_0_finish_reason,choices_0_index,choices_0_logprobs_content_0_token,choices_0_logprobs_content_0_logprob,choices_0_logprobs_content_0_top_logprobs_0_token,choices_0_logprobs_content_0_top_logprobs_0_logprob,choices_0_logprobs_content_0_top_logprobs_1_token,choices_0_logprobs_content_0_top_logprobs_1_logprob,choices_0_logprobs_content_0_top_logprobs_2_token,choices_0_logprobs_content_0_top_logprobs_2_logprob,choices_0_logprobs_content_0_top_logprobs_3_token,choices_0_logprobs_content_0_top_logprobs_3_logprob,choices_0_logprobs_content_0_top_logprobs_4_token,choices_0_logprobs_content_0_top_logprobs_4_logprob,choices_0_logprobs_content_0_top_logprobs_5_token,choices_0_logprobs_content_0_top_logprobs_5_logprob,choices_0_logprobs_content_0_top_logprobs_6_token,choices_0_logprobs_content_0_top_logprobs_6_logprob,choices_0_logprobs_content_0_top_logprobs_7_token,choices_0_logprobs_content_0_top_logprobs_7_logprob,choices_0_logprobs_content_0_top_logprobs_8_token,choices_0_logprobs_content_0_top_logprobs_8_logprob,choices_0_logprobs_content_0_top_logprobs_9_token,choices_0_logprobs_content_0_top_logprobs_9_logprob,choices_0_logprobs_content_0_top_logprobs_10_token,choices_0_logprobs_content_0_top_logprobs_10_logprob,choices_0_logprobs_content_0_top_logprobs_11_token,choices_0_logprobs_content_0_top_logprobs_11_logprob,choices_0_logprobs_content_0_top_logprobs_12_token,choices_0_logprobs_content_0_top_logprobs_12_logprob,choices_0_logprobs_content_0_top_logprobs_13_token,choices_0_logprobs_content_0_top_logprobs_13_logprob,choices_0_logprobs_content_0_top_logprobs_14_token,choices_0_logprobs_content_0_top_logprobs_14_logprob,choices_0_logprobs_content_0_top_logprobs_15_token,choices_0_logprobs_content_0_top_logprobs_15_logprob,choices_0_logprobs_content_0_top_logprobs_16_token,choices_0_logprobs_content_0_top_logprobs_16_logprob,choices_0_logprobs_content_0_top_logprobs_17_token,choices_0_logprobs_content_0_top_logprobs_17_logprob,choices_0_logprobs_content_0_top_logprobs_18_token,choices_0_logprobs_content_0_top_logprobs_18_logprob,choices_0_logprobs_content_0_top_logprobs_19_token,choices_0_logprobs_content_0_top_logprobs_19_logprob,choices_0_message_content,choices_0_message_role,created,model,object,system_fingerprint,usage_completion_tokens,usage_prompt_tokens,usage_total_tokens,session_counter,choices_0_logprobs_content_0_top_logprobs_9_bytes,choices_0_logprobs_content_0_top_logprobs_14_bytes,choices_0_logprobs_content_0_top_logprobs_18_bytes,choices_0_logprobs_content_0_top_logprobs_19_bytes,choices_0_logprobs_content_0_top_logprobs_15_bytes,choices_0_logprobs_content_0_top_logprobs_16_bytes,choices_0_logprobs_content_0_top_logprobs_10_bytes,choices_0_logprobs_content_0_top_logprobs_13_bytes
240,3,Second Order,91,4B-TR/43,4B-TR,43,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,Second Order: The Balloon Man (Turkish),Turkish,,,"29_TR-1, 30_TR-1, 31_TR, 32_TR, 33_TR-1, 34_TR, 35_TR-1",6,Turkish,Yardımsever bir asistansın.,5,34_TR,34,Gamze'nin baloncuyu bulmak için gideceği yer {CEVAP}.,"park, okul, alışveriş merkezi",Closed-ended,Turkish,,,1,Action,163,okul,chatcmpl-9IMSUykOJSWTt7mpgEQLHjYvaE0VE,length,0,3,-0.40175304,3,-0.40175304,1,-1.2769133,2,-2.9597611, ,-9.408978,4,-11.289159,-,-12.337065,Al,-12.49758,**,-12.632623,0,-13.255199,5,-13.591158,"
",-13.707716,7,-13.806377,"""",-14.017178,Ç,-14.199508,İ,-14.466094,6,-14.662107,   ,-15.097009,***,-15.125118,.,-15.131251,9,-15.220447,3,assistant,1714163262,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,619,620,110,,,,,,,,
241,3,Second Order,91,4B-TR/43,4B-TR,43,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,Second Order: The Balloon Man (Turkish),Turkish,,,"29_TR-1, 30_TR-1, 31_TR, 32_TR, 33_TR-1, 34_TR, 35_TR-1",6,Turkish,Yardımsever bir asistansın.,6,35_TR-1,35,Can baloncunun {CEVAP} olduğunu düşünüyor.,"parkta, okulda, alışveriş merkezinde",Closed-ended,Turkish,,,1,Thought,164,okulda,chatcmpl-9IMSURRAHpXXmvlCJkYiY2vMRXG6F,length,0,2,-0.619553,2,-0.619553,3,-0.99258846,1,-2.39708, ,-9.72621,4,-10.387351,Ç,-10.913926,Al,-11.176542,0,-11.65831,5,-11.808646,-,-11.937787,İ,-12.0958185,Hay,-12.299661,Y,-12.315383,Ok,-12.660163,Can,-12.686904,"
",-13.118673,6,-13.125763,Ü,-13.257861,B,-13.319598,K,-13.327417,2,assistant,1714163262,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,692,693,110,,,,,,,,
242,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,0,29_TR-2,29,"Can, Gamzenin balon almak için {CEVAP} gittiğini zannediyor.","parka, okula, alışveriş merkezine",Closed-ended,Turkish,1.0,,2,Thought,156,parka,chatcmpl-9IMSVpfsEMVs6vCq6qtB06yApftFy,length,0,2,-0.1899105,2,-0.1899105,1,-2.5118232,3,-2.5133262,Can,-5.5457816,Bal,-5.8258033,Gam,-5.9568477,{,-8.545122,Park,-8.68705,**,-8.912605,Al,-9.068079,Y,-9.319128,Ben,-9.422449,Do,-9.732683,İ,-9.856247,4,-9.933266,B,-10.088329,CE,-10.140978,0,-10.177401,C,-10.492174,Bu,-10.925756,2,assistant,1714163263,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,334,335,111,,,,,,,,
243,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,2,31_TR,31,"Can, baloncunun Gamze’ye nereye gittiğini söylediğini biliyor mu?","Evet, Hayır",Closed-ended,Turkish,,,0,Knowledge,159,Hayır,chatcmpl-9IMSVTWOW7HPcCIdWVO2jgOVnHGsi,length,0,2,-0.06821078,2,-0.06821078,1,-2.720795, ,-10.131802,3,-11.112784,Hay,-11.351728,"
",-11.609872,E,-12.025513,**,-12.762253,-,-13.008105,0,-13.251138,Do,-13.620311,4,-13.658218,"""",-13.697979,H,-13.72536,{,-13.86381,Ç,-14.202096,Y,-14.213067,"

",-14.265552,İ,-14.29592,#,-14.297798,2,assistant,1714163263,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,397,398,111,,,,,,,,
244,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,3,32_TR,32,Baloncu aslında {CEVAP} bulunmaktadır.,"parkta, okulda, alışveriş merkezinde",Closed-ended,Turkish,,,0,Reality,160,alışveriş merkezinde,chatcmpl-9IMSVqdFy3wHamUNlITwqGa53Vjqj,length,0,3,-0.060954515,3,-0.060954515,1,-3.0406566,2,-4.4901175, ,-9.3581,4,-11.497424,0,-12.769449,-,-13.070681,"
",-13.247981,**,-13.810407,Ç,-14.16474,5,-14.337724,"""",-14.684238,İ,-14.9350815,6,-15.492402,7,-15.557192,Do,-15.918932,   ,-15.968822,Y,-16.019093,B,-16.27937,Al,-16.29111,3,assistant,1714163263,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,469,470,111,,,,,,,,
245,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,4,33_TR-2,33,Gamze baloncunun {CEVAP} olduğunu zannediyor.,"parkta, okulda, alışveriş merkezinde",Closed-ended,Turkish,1.0,,1,Thought,162,okulda,chatcmpl-9IMSWgsHdECHkro7y7u9O1ofENk39,length,0,2,-0.7065969,2,-0.7065969,1,-0.72272927,3,-3.857018, ,-9.782575,4,-10.56788,"
",-12.092673,Al,-12.323062,0,-12.412565,-,-12.613431,Ç,-12.792975,5,-12.964724,**,-13.411482,İ,-13.516168,6,-13.889583,7,-14.101386,ş,-14.158976,ç,-14.710567,Y,-14.716034,"""",-14.7362175,​,-14.86066,2,assistant,1714163264,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,541,542,111,,,,,,,,
246,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,5,34_TR,34,Gamze'nin baloncuyu bulmak için gideceği yer {CEVAP}.,"park, okul, alışveriş merkezi",Closed-ended,Turkish,,,1,Action,163,okul,chatcmpl-9IMSWp3mKhPWtBDy7ioZZ0C2NOjQg,length,0,3,-0.053307768,3,-0.053307768,1,-3.358371,2,-4.0793257, ,-8.782626,4,-11.673268,-,-12.379916,Ç,-12.594406,**,-12.917704,0,-13.452548,"
",-13.606025,İ,-13.616582,5,-13.679172,Y,-13.84193,Do,-14.106543,B,-14.155272,"""",-14.176446,Ben,-14.189103,Al,-14.218311,Park,-14.291772,Ok,-14.293958,3,assistant,1714163264,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,615,616,111,,,,,,,,
247,3,Second Order,92,4B-TR/44,4B-TR,44,4B,Unexpected Transfer,The Balloon Man,"Gamze ve Can parkta oynuyorlar. Gamze baloncudan balon almak istiyor. Ancak yanında hiç parası olmadığını fark ediyor. Baloncu ona tüm öğleden sonra parktayım diyor. Gamze para almak için eve gidiyor. O sırada baloncu Can’a, “burada kimse yok, o yüzden daha fazla balon satmak için okula gideceğim” diyor. Baloncu Gamze’nin evinin önünden geçiyor. Pencereden Gamze’yi görüyor ve ona okula gittiğini söylüyor. Sonra alışveriş merkezinde etkinlik olduğunu öğreniyor. Fikrini değiştirip alışveriş merkezine gidiyor. Can Gamze’nin evine gidiyor ama onu bulamıyor. Annesi Gamze’nin balon almak için çıktığını söylüyor.",Turkish,"Second Order: The Balloon Man (Turkish, FBV Zan)",Turkish,1.0,,"29_TR-2, 30_TR-2, 31_TR, 32_TR, 33_TR-2, 34_TR, 35_TR-2",6,Turkish,Yardımsever bir asistansın.,6,35_TR-2,35,Can baloncunun {CEVAP} olduğunu zannediyor.,"parkta, okulda, alışveriş merkezinde",Closed-ended,Turkish,1.0,,1,Thought,165,okulda,chatcmpl-9IMSWtIM4HkKaLiuFsozO2lGuqH0e,length,0,3,-0.39386973,3,-0.39386973,2,-1.3115257,1,-2.8825877, ,-9.787386,4,-10.46181,0,-11.465778,5,-11.887701,-,-12.103818,Ç,-12.172082,"
",-12.210679,Al,-12.4929905,Can,-12.898089,Y,-13.136576,Hay,-13.288346,6,-13.333673,İ,-13.443306,**,-13.552694,"""",-13.633981,7,-13.653216,K,-14.33886,3,assistant,1714163264,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,686,687,111,,,,,,,,
248,3,Second Order,113,3A-TR/53,3A-TR,53,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV San)",Turkish,,1.0,"9_TR-3, 10_TR-3, 11_TR-3, 12_TR, 13_TR, 14_TR-3",6,Turkish,Yardımsever bir asistansın.,0,9_TR-3,9,"Selin’e göre, Ece Selin’in {CEVAP} satın aldığını sanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,1.0,2,Belief,181,çikolatalı kek,chatcmpl-9IMSXpS7FbFosaIjn6wkSbYSgUwPd,length,0,3,-0.4756084,3,-0.4756084,2,-1.187923,1,-2.739963,E,-5.298755,Sel,-6.1832576,S,-6.500173,Y,-9.470762,**,-9.750128,Son,-10.178616,C,-10.2529335,İ,-10.317432,Tar,-10.436794,4,-10.881563,R,-11.074804,Do,-11.080032,Ç,-11.117481,Ben,-11.300138,Ü,-11.381062,CE,-11.393709,(,-11.53727,3,assistant,1714163265,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,320,321,112,,,,,,,,
249,3,Second Order,113,3A-TR/53,3A-TR,53,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV San)",Turkish,,1.0,"9_TR-3, 10_TR-3, 11_TR-3, 12_TR, 13_TR, 14_TR-3",6,Turkish,Yardımsever bir asistansın.,2,11_TR-3,11,"Ece, Selin'in kermesten {CEVAP} satın aldığını sanıyor.","çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,1.0,1,Belief,183,ballı çörek,chatcmpl-9IMSXRAAnrpGAJkaiZxZbu0WZxPhh,length,0,1,-0.21234252,1,-0.21234252,2,-1.8629487,3,-3.3272774, ,-9.465245,Ç,-10.281384,0,-11.390064,"
",-12.121588,4,-12.147009,Ö,-12.414845,Y,-12.418199,Tar,-12.486999,Bu,-12.503128,5,-12.514572,-,-12.656493,R,-12.748704,S,-12.774309,**,-12.827124,K,-12.947507,Ü,-13.235277,İ,-13.266486,1,assistant,1714163265,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,405,406,112,,,,,,,,
250,3,Second Order,113,3A-TR/53,3A-TR,53,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV San)",Turkish,,1.0,"9_TR-3, 10_TR-3, 11_TR-3, 12_TR, 13_TR, 14_TR-3",6,Turkish,Yardımsever bir asistansın.,3,12_TR,12,"Selin, Okan’ın Ece’ye kermeste çikolatalı kek olmadığını söylediğini biliyor mu?","Evet, Hayır",Closed-ended,Turkish,,,0,Knowledge,108,Hayır,chatcmpl-9IMSYGFNuaYyF97MSktFERMtVktFf,length,0,2,-0.53579295,2,-0.53579295,1,-0.8813206,E,-7.7343707, ,-10.500366,Ev,-10.602623,3,-11.395976,Hay,-11.710824,Y,-11.787726,B,-11.89173,"
",-12.137587, Ev,-13.357769,H,-13.511033,Do,-13.512118,EV,-13.534054,**,-13.605796,4,-13.650097,-,-13.650421,İ,-13.732769,0,-13.844284,"""",-13.9357605,2,assistant,1714163266,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,475,476,112,,,,,,,,
251,3,Second Order,113,3A-TR/53,3A-TR,53,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV San)",Turkish,,1.0,"9_TR-3, 10_TR-3, 11_TR-3, 12_TR, 13_TR, 14_TR-3",6,Turkish,Yardımsever bir asistansın.,4,13_TR,13,Selin kermesten {CEVAP} aldı.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,,0,Reality,109,tarçınlı kurabiye,chatcmpl-9IMSYJK2TJKMtGVY0zC7NKFWjLQwG,length,0,3,-0.60920787,3,-0.60920787,2,-0.7869289,1,-7.1132402, ,-10.209966,Ç,-11.032483,**,-11.13691,0,-11.471404,İ,-11.61211,"
",-11.62545,S,-11.843071,Y,-11.872939,\xc5,-12.142078,4,-12.305263,K,-12.515772,Bu,-13.117305,B,-13.123094,-,-13.142023,5,-13.621149,Al,-13.743582,Ö,-13.79559,3,assistant,1714163266,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,550,551,112,,,,,,,,
252,3,Second Order,113,3A-TR/53,3A-TR,53,3A,Unexpected Contents,The Bazaar,Selin ve Ece sınıfta oynuyorlar. Okulda bir kermes düzenleniyor. Selin Ece’ye kermese gidip çikolatalı kek alacağını söylüyor. Selin sınıftan ayrılıyor. Sonra arkadaşları Okan sınıfa geliyor ve Ece’ye az önce kermeste olduğunu söylüyor. Ece ona kermeste ne olduğunu soruyor. Okan ise kermeste sadece ballı çörek olduğunu söylüyor. Ece Okan’a Selin’in kermese çikolatalı kek almak için gittiğini söylüyor. O sırada Selin kermeste sadece ballı çörek ve tarçınlı kurabiye olduğunu öğreniyor. Selin tarçınlı kurabiye alıyor.,Turkish,"Second Order: The Bazaar (Turkish, FBV San)",Turkish,,1.0,"9_TR-3, 10_TR-3, 11_TR-3, 12_TR, 13_TR, 14_TR-3",6,Turkish,Yardımsever bir asistansın.,5,14_TR-3,14,Okan kermeste {CEVAP} satıldığını sanıyor.,"çikolatalı kek, ballı çörek, tarçınlı kurabiye",Closed-ended,Turkish,,1.0,1,Belief,184,ballı çörek,chatcmpl-9IMSYVkWYV1uIsxRHlyWIJLVzV7Vl,length,0,2,-0.01128042,2,-0.01128042,1,-5.1792817,3,-5.2097898, ,-9.304985,Ç,-11.751889,4,-12.736103,İ,-12.959058,**,-13.131309,"
",-13.637143,Y,-13.795092,5,-13.872249,-,-13.924072,\xc5,-14.183347,0,-14.398099,"""",-14.42088,ş,-14.441192,K,-14.573787,E,-14.680532,B,-14.95239,Ö,-14.956089,2,assistant,1714163266,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,630,631,112,,,,,,,,
253,3,Second Order,114,3B-TR/54,3B-TR,54,3B,Unexpected Contents,The Kitten,Melis’in doğum günü yaklaşmaktadır. Annesinden doğum gününde ona oyuncak değil de bir kedi almasını ister. Ancak annesi Melis’e bir oyuncak aldığını söyler. Melis okula gitmek için hazırlanırken mutfağa beslenme çantasını almaya gider. O sırada dolaptan bir ses gelir. Melis dolabın kapağını açar. Kutu içinde saklı kediyi görür. Annesinin ona hediye olarak oyuncak yerine aslında onu aldığını ancak sürpriz yapmak için dolapta sakladığını düşünür. Melis okula gittikten sonra Melis’in babası mutfağa girer. Sürpriz hediyeden haberi olmadığı için komşularının kedisinin kaçıp mutfaklarına girdiğini düşünür. Onu alır ve komşularına götürür.,Turkish,"Second Order: The Kitten (Turkish, FBV San)",Turkish,,1.0,"15_TR-3, 16_TR-3, 17_TR, 18_TR-3, 19_TR, 20_TR-3",6,Turkish,Yardımsever bir asistansın.,0,15_TR-3,15,"Melis, annesinin ona doğum günü hediyesi olarak {CEVAP} aldığını sanıyor.","kedi, oyuncak",Closed-ended,Turkish,,1.0,1,Thought,185,kedi,chatcmpl-9IMSZDOFJBwN6CitAywbUvXPW1WQ5,length,0,1,-0.004812919,1,-0.004812919,2,-5.3578687,Do,-10.847783,K,-10.917163,**,-12.203286,3,-12.2306185,S,-12.289855,Mel,-12.46407,B,-12.640964,Kom,-12.866176,Y,-12.981799,Ö,-13.005441,Bu,-13.104581,CE,-13.161962,Ben,-13.317395, ,-13.404811,İ,-13.510282,R,-13.604667,Ç,-13.695594,As,-14.119941,1,assistant,1714163267,gpt-3.5-turbo-0125,chat.completion,fp_3b956da36b,1,336,337,113,,,,,,,,
